,release,title,origin,director,cast,genre
344,1920,The Penalty,American,Wallace Worsley,"Charles Clary, Lon Chaney",crime
345,1920,Pollyanna,American,Paul Powell,Howard Ralston,drama
346,1920,Remodeling Her Husband,American,D.W. Griffith,"Dorothy Gish, James Rennie",comedy
347,1920,Romance,American,Chester Withey,"Doris Keane, Basil Sydney",romance
348,1920,The Round-Up,American,George Melford,"Fatty Arbuckle, Irving Cummings",comedy
349,1920,The Saphead,American,Herbert Blaché,Buster Keaton,comedy
350,1920,The Scarecrow,American,"Edward F. Cline, Buster Keaton",Buster Keaton,comedy short
351,1920,Sex,American,Fred Niblo,"Louise Glaum, Irving Cummings",drama
352,1920,Shore Acres,American,Rex Ingram,"Alice Lake, Robert D. Walker",drama
353,1920,Silk Hosiery,American,Fred Niblo,"Enid Bennett, Geoffrey Webb",comedy
354,1920,Silk Husbands and Calico Wives,American,Alfred E. Green,"House Peters, Mary Alden",drama
356,1920,The Slim Princess,American,Victor Schertzinger,"Mabel Normand, Tully Marshall",comedy
357,1920,Something to Think About,American,Cecil B. DeMille,"Elliott Dexter, Gloria Swanson",drama
358,1920,A Splendid Hazard,American,Allan Dwan,"Henry B. Walthall, Rosemary Theby",drama
359,1920,Suds,American,John Francis Dillon,"Mary Pickford, Albert Austin",comedy
360,1920,Treasure Island,American,Maurice Tourneur,"Lon Chaney, Shirley Mason",adventure
361,1920,The Virgin of Stamboul,American,Tod Browning,"Priscilla Dean, Wallace Beery",drama
362,1920,Way Down East,American,D. W. Griffith,Lillian Gish,drama
363,1920,Why Change Your Wife?,American,Cecil B. DeMille,"Gloria Swanson, Thomas Meighan, Bebe Daniels",comedy
364,1920,Within Our Gates,American,Oscar Micheaux,Evelyn Preer,drama
365,1920,The Woman in the Suitcase,American,Fred Niblo,"Enid Bennett, William Conklin",drama
366,1921,The Ace of Hearts,American,Wallace Worsley,"Lon Chaney, Leatrice Joy, John Bowers, Hardee Kirkland, Raymond Hatton",crime drama
368,1921,The Affairs of Anatol,American,Cecil B. DeMille,"Wallace Reid, Gloria Swanson",drama
370,1921,Among Those Present,American,Fred C. Newmeyer,Harold Lloyd,comedy
371,1921,The Big Punch,American,John Ford,"Buck Jones, Barbara Bedford",western
372,1921,The Blot,American,"Phillips Smalley, Lois Weber",Claire Windsor,melodrama
373,1921,The Boat,American,"Edward F. Cline, Buster Keaton",Buster Keaton,comedy
374,1921,Brewster's Millions,American,Joseph Henabery,"Fatty Arbuckle, Betty Ross Clarke",comedy
376,1921,The Conquering Power,American,Rex Ingram,"Rudolph Valentino, Alice Terry",romance drama
377,1921,Disraeli,American,Henry Kolker,"George Arliss, Florence Arliss",biography
378,1921,Experience,American,George Fitzmaurice,"Richard Barthelmess, Reginald Denny",drama
379,1921,Forbidden Fruit,American,Cecil B. DeMille,"Agnes Ayres, Clarence Burton",drama
380,1921,Forever,American,George Fitzmaurice,"Wallace Reid, Elsie Ferguson, Montagu Love",romance
381,1921,The Four Horsemen of the Apocalypse,American,Rex Ingram,Rudolph Valentino,drama
382,1921,The Goat,American,Buster Keaton,"Buster Keaton, Joe Roberts",comedy
383,1921,The Haunted House,American,"Edward F. Cline, Buster Keaton",Buster Keaton,comedy
384,1921,Heedless Moths,American,Robert Z. Leonard,"Jane Thomas, Holmes Herbert, Hedda Hopper",drama
385,1921,The High Sign,American,"Edward F. Cline, Buster Keaton","Buster Keaton, Bartine Burkett",comedy short
386,1921,I Do,American,Hal Roach,Harold Lloyd,comedy
388,1921,Jim the Penman,American,Kenneth Webb,Lionel Barrymore,crime drama
389,1921,The Kid,American,Charlie Chaplin,"Charlie Chaplin, Jackie Coogan",comedy drama
390,1921,Little Lord Fauntleroy,American,Jack Pickford,Mary Pickford,comedy drama
391,1921,The Lotus Eater,American,Marshall Neilan,"John Barrymore, Colleen Moore",drama
392,1921,The Love Light,American,Frances Marion,"Mary Pickford, Raymond Bloomer",drama
393,1921,Love Never Dies,American,King Vidor,"Lloyd Hughes, Madge Bellamy",drama
394,1921,The Lucky Dog,American,Jess Robbins,"Stan Laurel, Oliver Hardy",comedy
396,1921,Mama's Affair,American,Victor Fleming,"Constance Talmadge, Effie Shannon, Kenneth Harlan",romantic comedy
397,1921,Mother O' Mine,American,Fred Niblo,"Lloyd Hughes, Betty Ross Clarke",drama
398,1921,Never Weaken,American,"Fred Newmeyer, Sam Taylor",Harold Lloyd,comedy
399,1921,No Woman Knows,American,Tod Browning,"Max Davidson, Snitz Edwards",drama
400,1921,Now or Never,American,"Fred C. Newmeyer, Hal Roach","Harold Lloyd, Mildred Davis",comedy
401,1921,The Nut,American,Theodore Reed,"Douglas Fairbanks, Marguerite De La Motte",comedy
403,1921,Orphans of the Storm,American,D. W. Griffith,"Lillian Gish, Dorothy Gish",melodrama
404,1921,The Playhouse,American,"Edward F. Cline, Buster Keaton","Buster Keaton, Virginia Fox, Joe Roberts, Edward F. Cline",comedy
406,1921,Roads of Destiny,American,Frank Lloyd,"Pauline Frederick, John Bowers",drama
407,1921,A Sailor-Made Man,American,Fred C. Newmeyer,Harold Lloyd,comedy
408,1921,The Sea Lion,American,Rowland V. Lee,"Hobart Bosworth, Bessie Love, Emory Johnson",adventure
410,1921,Seven Years Bad Luck,American,Max Linder,"Max Linder, Alta Allen",comedy
411,1921,The Sheik,American,George Melford,"Rudolph Valentino, Agnes Ayres",drama
412,1921,Sheltered Daughters,American,Edward Dillon,"Justine Johnstone, Riley Hatch, and Warner Baxter",comedy
413,1921,The Silver Lining,American,Roland West,Leslie Austin,drama
414,1921,The Sky Pilot,American,King Vidor,"John Bowers, Colleen Moore",drama
415,1921,Sure Fire,American,John Ford,Hoot Gibson,western
417,1921,Tol'able David,American,Henry King,Richard Barthelmess,drama
418,1921,Uncharted Seas,American,Wesley Ruggles,"Alice Lake, Carl Gerard, Rudolph Valentino",romance
420,1921,Woman's Place,American,Victor Fleming,"Constance Talmadge, Kenneth Harlan",drama
421,1922,Beyond the Rocks,American,Sam Wood,"Gloria Swanson, Rudolph Valentino",drama
422,1922,A Blind Bargain,American,Wallace Worsley,"Lon Chaney, Raymond McKee",horror
423,1922,Blood and Sand,American,Fred Niblo,"Rudolph Valentino, Nita Naldi, Lila Lee",drama
424,1922,Clarence,American,William C. deMille,"Wallace Reid, Agnes Ayres",comedy drama
425,1922,Daydreams,American,Buster Keaton,Buster Keaton,comedy
426,1922,Dr. Jack,American,Fred C. Newmeyer,Harold Lloyd,comedy
427,1922,Dusk to Dawn,American,King Vidor,Florence Vidor,drama
428,1922,The Electric House,American,Buster Keaton,Buster Keaton,comedy
429,1922,Fair Lady,American,Kenneth Webb,"Betty Blythe, Thurston Hall",drama
430,1922,Foolish Wives,American,Erich von Stroheim,Erich von Stroheim,drama
432,1922,Grandma's Boy,American,Fred C. Newmeyer,"Harold Lloyd, Mildred Davis",comedy
433,1922,Heroes of the Street,American,William Beaudine,"Wesley Barry, Marie Prevost, Jack Mulhall",crime comedy
434,1922,The Loaded Door,American,Harry A. Pollard,Hoot Gibson,western
435,1922,Manslaughter,American,Cecil B. DeMille,"Leatrice Joy, Thomas Meighan",drama
436,1922,Moran of the Lady Letty,American,George Melford,"Dorothy Dalton, Charles Brinley",adventure
438,1922,Nanook of the North,American,Robert J. Flaherty,"Allakariallak, Nyla Cunayou",documentary
439,1922,Oliver Twist,American,Frank Lloyd,Jackie Coogan,drama
440,1922,The Paleface,American,"Edward F. Cline, Buster Keaton",Buster Keaton,comedy western
441,1922,Pay Day,American,Charlie Chaplin,"Charlie Chaplin, Phyllis Allen, Mack Swain",comedy
442,1922,Peacock Alley,American,Robert Z. Leonard,"Mae Murray, Monte Blue, Edmund Lowe",drama
443,1922,Peg o' My Heart,American,King Vidor,"Laurette Taylor, Mahlon Hamilton",drama
444,1922,The Prisoner of Zenda,American,Rex Ingram,Lewis Stone,swashbuckler
445,1922,Ridin' Wild,American,Nat Ross,Hoot Gibson,western
446,1922,Robin Hood,American,Allan Dwan,Douglas Fairbanks,swashbuckler
448,1922,Shadows,American,Tom Forman,"Lon Chaney, Marguerite De La Motte",melodrama
451,1922,Trifling Women,American,Rex Ingram,"Barbara La Marr, Ramon Novarro",drama
452,1922,Up and at 'Em,American,William A. Seiter,"Doris May, Hallam Cooley",romantic comedy
453,1922,When Knighthood Was in Flower,American,Robert G. Vignola,"Marion Davies, Forrest Stanley",romance drama
454,1922,Wildness of Youth,American,Ivan Abramson,"Virginia Pearson, Harry T. Morey",drama
455,1922,The Woman He Married,American,Fred Niblo,"Anita Stewart, Darrell Foss",drama
456,1922,The Young Rajah,American,Phil Rosen,"Rudolph Valentino, Fanny Midgley",adventure
457,1923,Ambrose Applejohn's Adventure,American,Fred Niblo,"Matt Moore, Enid Bennett",drama
458,1923,Ashes of Vengeance,American,Frank Lloyd,"Norma Talmadge, Conway Tearle, Wallace Beery",drama
459,1923,The Balloonatic,American,Buster Keaton,Buster Keaton,comedy
460,1923,Black Oxen,American,Frank Lloyd,"Corinne Griffith, Conway Tearle",drama
461,1923,The Call of the Canyon,American,Victor Fleming,"Richard Dix, Lois Wilson",western
462,1923,The Country Kid,American,William Beaudine,"Wesley Barry, Spec O'Donnell, Bruce Guerin",comedy drama
463,1923,The Daring Years,American,Kenneth Webb,"Mildred Harris, Charles Emmett Mack and Clara Bow",melodrama
464,1923,The Extra Girl,American,F. Richard Jones,Mabel Normand,comedy
465,1923,Gentle Julia,American,Rowland V. Lee,"Bessie Love, Harold Goodwin",romance
466,1923,The Hunchback of Notre Dame,American,Wallace Worsley,"Lon Chaney, Patsy Ruth Miller, Norman Kerry",drama
467,1923,Merry-Go-Round,American,Erich von Stroheim,"Norman Kerry, Mary Philbin",drama
468,1923,Our Hospitality,American,"John G. Blystone, Buster Keaton",Buster Keaton,comedy
469,1923,The Pilgrim,American,Charles Chaplin,"Charles Chaplin, Edna Purviance",comedy
470,1923,Safety Last!,American,"Fred C. Newmeyer, Sam Taylor",Harold Lloyd,comedy
471,1923,Scaramouche,American,Rex Ingram,"Ramón Novarro, Alice Terry, Lewis Stone",adventure
472,1923,The Shock,American,Lambert Hillyer,"Lon Chaney, Virginia Valli",drama
473,1923,The Shriek of Araby,American,F. Richard Jones,Ben Turpin,comedy
474,1923,The Silent Command,American,J. Gordon Edwards,"Edmund Lowe, Béla Lugosi",drama
475,1923,Slippy McGee,American,Wesley Ruggles,"Colleen Moore, Wheeler Oakman, Sam De Grasse",drama
476,1923,Souls for Sale,American,Rupert Hughes,"Richard Dix, Eleanor Boardman",drama
477,1923,The Ten Commandments,American,Cecil B. DeMille,Theodore Roberts,epic
478,1923,Three Ages,American,Buster Keaton,Buster Keaton,comedy
479,1923,The White Sister,American,Henry King,"Lillian Gish, Ronald Colman",drama
480,1923,Why Worry?,American,"Fred Newmeyer, Sam Taylor",Harold Lloyd,comedy
481,1923,A Woman of Paris,American,Charles Chaplin,Edna Purviance,romance drama
482,1924,The Age of Innocence,American,Wesley Ruggles,"Beverly Bayne, Edith Roberts",drama
483,1924,America,American,D. W. Griffith,"Carol Dempster, Neil Hamilton",historical
484,1924,The Arab,American,Rex Ingram,"Ramon Novarro, Alice Terry",romance
485,1924,Beau Brummel,American,Harry Beaumont,"John Barrymore, Mary Astor",historical
487,1924,"Circe, the Enchantress",American,Robert Z. Leonard,"Mae Murray, James Kirkwood, Sr., Tom Rickets",drama
488,1924,Dante's Inferno,American,Henry Otto,"Ralph Lewis, Winifred Landis",fantasy drama
489,1924,The Enchanted Cottage,American,John S. Robertson,"Richard Barthelmess, May McAvoy",romance
490,1924,The Family Secret,American,William A. Seiter,"Baby Peggy, Gladys Hulette",drama
491,1924,Feet of Clay,American,Cecil B. DeMille,"Vera Reynolds, Rod La Rocque",drama
492,1924,Girl Shy,American,"Fred Newmeyer, Sam Taylor","Harold Lloyd, Jobyna Ralston",romantic comedy
493,1924,Greed,American,Erich von Stroheim,"ZaSu Pitts, Gibson Gowland",drama
494,1924,He Who Gets Slapped,American,Victor Sjöström,"Lon Chaney, Norma Shearer, John Gilbert",drama
495,1924,Helen's Babies,American,William A. Seiter,"Baby Peggy, Edward Everett Horton, Clara Bow",comedy
496,1924,Her Night of Romance,American,Sidney Franklin,"Constance Talmadge, Ronald Colman, Jean Hersholt",romance
497,1924,His Hour,American,King Vidor,"Aileen Pringle, John Gilbert",drama
498,1924,Hot Water,American,Fred C. Newmeyer,"Harold Lloyd, Jobyna Ralston",comedy
499,1924,The Iron Horse,American,John Ford,"George O'Brien, Madge Bellamy",western
500,1924,Isn't Life Wonderful,American,D. W. Griffith,"Carol Dempster, Neil Hamilton",drama
501,1924,Janice Meredith,American,"Walter Futter, E. Mason Hopper","Marion Davies, Holbrook Blinn, Tyrone Power, Sr.",historical
502,1924,Listen Lester,American,William A. Seiter,"Louise Fazenda, Harry Myers",comedy drama
504,1924,Manhandled,American,Allan Dwan,"Gloria Swanson, Tom Moore",comedy
505,1924,Monsieur Beaucaire,American,Sidney Olcott,"Rudolph Valentino, Bebe Daniels, Lois Wilson, Doris Kenyon",drama
506,1924,The Navigator,American,"Donald Crisp, Buster Keaton,","Buster Keaton, Kathryn McGuire",comedy
507,1924,One Night in Rome,American,Clarence G. Badger,"Laurette Taylor, Tom Moore",romance
508,1924,Peter Pan,American,"Herbert Brenon, Glen Castle","Betty Bronson, Ernest Torrence, Virginia Browne Faire",fantasy
509,1924,The Red Lily,American,Fred Niblo,"Ramon Novarro, Enid Bennett",drama
510,1924,Romola,American,Henry King,"Lillian Gish, Dorothy Gish, William Powell",drama
511,1924,The Sea Hawk,American,Frank Lloyd,Milton Sills,swashbuckler
512,1924,Secrets,American,Frank Borzage,"Norma Talmadge, Eugene O'Brien",drama
513,1924,"Sherlock, Jr.",American,Buster Keaton,"Buster Keaton, Kathryn McGuire",comedy
514,1924,The Shooting of Dan McGrew,American,Clarence G. Badger,"Barbara La Marr, Lew Cody, Mae Busch",drama
515,1924,The Thief of Bagdad,American,Raoul Walsh,"Douglas Fairbanks, Snitz Edwards, Charles Belcher, Julanne Johnston, Anna May Wong",swashbuckler
516,1924,Three Weeks,American,Alan Crosland,"Conrad Nagel, Aileen Pringle",romance drama
517,1924,Wild Oranges,American,King Vidor,"Virginia Valli, Frank Mayo",drama
518,1924,Wine of Youth,American,King Vidor,Eleanor Boardman,comedy drama
519,1924,The Yankee Consul,American,James W. Horne,"Douglas MacLean, Patsy Ruth Miller",comedy
520,1925,Adventure,American,Victor Fleming,"Tom Moore, Pauline Starke",adventure
521,1925,Ben-Hur: A Tale of the Christ,American,Fred Niblo,"Ramón Novarro, Francis X. Bushman, May McAvoy, Betty Bronson",epic
522,1925,The Big Parade,American,King Vidor,"John Gilbert, Renée Adorée",war
523,1925,Cheaper to Marry,American,Robert Z. Leonard,"Conrad Nagel, Lewis Stone, Marguerite De La Motte",drama
524,1925,The Circle,American,Frank Borzage,"Eleanor Boardman, Malcolm McGregor",romance drama
525,1925,Cobra,American,Joseph Henabery,"Rudolph Valentino, Nita Naldi",drama
526,1925,Confessions of a Queen,American,Victor Sjostrom,"Alice Terry, Lewis Stone",drama
527,1925,Dangerous Innocence,American,William A. Seiter,"Laura La Plante, Eugene O'Brien",romantic comedy
528,1925,The Dark Angel,American,George Fitzmaurice,"Ronald Colman, Vilma Bánky",drama
529,1925,"Don Q, Son of Zorro",American,Donald Crisp,Douglas Fairbanks,swashbuckler
530,1925,The Eagle,American,Clarence Brown,Rudolph Valentino,historical
531,1925,Fifty-Fifty,American,Henri Diamant-Berger,"Hope Hampton, Lionel Barrymore, Louise Glaum",drama
532,1925,The Freshman,American,"Fred C. Newmeyer, Sam Taylor",Harold Lloyd,comedy
533,1925,Go West,American,Buster Keaton,Buster Keaton,comedy
534,1925,The Gold Rush,American,Charlie Chaplin,Charlie Chaplin,comedy
535,1925,Hogan's Alley,American,Roy Del Ruth,"Monte Blue, Patsy Ruth Miller",comedy
536,1925,Kentucky Pride,American,John Ford,"Henry B. Walthall, Gertrude Astor",drama
537,1925,The King on Main Street,American,Monta Bell,"Bessie Love, Adolphe Menjou",romantic comedy
538,1925,A Kiss for Cinderella,American,Herbert Brenon,"Betty Bronson, Tom Moore",fantasy
539,1925,The Lady,American,Frank Borzage,"Norma Talmadge, Wallace MacDonald",drama
540,1925,Lady Windermere's Fan,American,Ernst Lubitsch,"Ronald Colman, May McAvoy",comedy
541,1925,Little Annie Rooney,American,William Beaudine,"Mary Pickford, William Haines",drama
542,1925,The Lost World,American,Harry Hoyt,"Bessie Love, Wallace Beery.",fantasy
543,1925,The Lucky Devil,American,Frank Tuttle,"Richard Dix, Esther Ralston",comedy drama
544,1925,The Lucky Horseshoe,American,John G. Blystone,"Tom Mix, Billie Dove",western
545,1925,The Mad Whirl,American,William A. Seiter,"May McAvoy, Jack Mulhall",drama
546,1925,The Man Who Found Himself,American,Alfred E. Green,"Thomas Meighan, Virginia Valli, Frank Morgan",drama
549,1925,The Mystic,American,Tod Browning,"Aileen Pringle, Conway Tearle",thriller
550,1925,Old Clothes,American,Edward F. Cline,"Jackie Coogan, Joan Crawford",drama
551,1925,Phantom of the Opera,American,Rupert Julian,"Lon Chaney, Mary Philbin, Norman Kerry",horror
552,1925,The Plastic Age,American,Wesley Ruggles,"Clara Bow, Gilbert Roland",dramatic comedy
553,1925,Pretty Ladies,American,Monta Bell,"ZaSu Pitts, Conrad Nagel",comedy drama
554,1925,Proud Flesh,American,King Vidor,"Eleanor Boardman, Pat O'Malley",comedy drama
555,1925,The Rag Man,American,Edward F. Cline,"Jackie Coogan, Max Davidson",drama
556,1925,"Sally, Irene and Mary",American,Edmund Goulding,"Constance Bennett, Joan Crawford",romance
557,1925,Sally of the Sawdust,American,D. W. Griffith,"Carol Dempster, W. C. Fields",comedy
558,1925,The Salvation Hunters,American,Josef von Sternberg,"Georgia Hale, George K. Arthur",drama
559,1925,Seven Chances,American,Buster Keaton,Buster Keaton,comedy
560,1925,Seven Sinners,American,Lewis Milestone,"Marie Prevost, Clive Brook",crime comedy
561,1925,Smouldering Fires,American,Clarence Brown,"Laura La Plante, Malcolm McGregor",drama
562,1925,Stage Struck,American,Allan Dwan,"Gloria Swanson, Lawrence Gray",comedy
563,1925,The Teaser,American,William A. Seiter,"Laura La Plante, Pat O'Malley, Hedda Hopper. Walter McGrail",romantic comedy
564,1925,"Time, the Comedian",American,Robert Z. Leonard,"Mae Busch, Lew Cody",drama
565,1925,Too Many Kisses,American,Paul Sloane,"Richard Dix, Frances Howard",comedy
566,1925,The Tower of Lies,American,Victor Sjostrom,"Norma Shearer, Lon Chaney",drama
567,1925,The Trail Rider,American,W.S. Van Dyke,"Buck Jones, Nancy Deaver",western
